Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
42,32.92,0.56,0.78,0,0.8,0.88,"{'controller_frequency': 4.750605713576078, 'planner_patience': 4.1041430570185184, 'controller_patience': 6.255650531500578, 'conservative_reset_dist': 1.6667916364967823, 'acc_lim_theta': 2.976179056800902, 'acc_lim_trans': 0.14257458671927453, 'acc_lim_x': 4.336339827626944, 'forward_point_distance': 0.6913991387933492, 'goal_distance_bias': 12.708391449414194, 'max_scaling_factor': 0.4811644949018955, 'max_vel_theta': 0.5291699967347085, 'max_vel_trans': 0.42530033248476684, 'max_vel_x': 0.605218710936606, 'min_vel_theta': 2.7217560885474086, 'min_vel_trans': 0.18743025371804833, 'min_vel_x': -0.018318028002977382, 'occdist_scale': 0.09077502274885774, 'oscillation_reset_angle': 0.4799814477562905, 'path_distance_bias': 47.25594609975815, 'scaling_speed': 0.33715535122901197, 'sim_granularity': 0.017547540441155432, 'sim_time': 2.014945629052818, 'stop_time_buffer': 0.4701127115637064, 'theta_stopped_vel': 0.13577188327908515, 'trans_stopped_vel': 0.12857878301292658, 'vth_samples': 13, 'vx_samples': 3, 'vy_samples': 7, 'publish_frequency': 4.301676549017429, 'resolution': 0.05523028835654259, 'transform_tolerance': 0.5600103804841638, 'update_frequency': 4.411894906312227, 'cost_scaling_factor': 18.043819919228554, 'inflation_radius': 1.4310269851237536, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
43,40.6,0.18,0.64,1,1.0,0.89,"{'controller_frequency': 4.870819799602032, 'planner_patience': 3.947294410318136, 'controller_patience': 3.880921892821789, 'conservative_reset_dist': 2.1139796413481236, 'acc_lim_theta': 3.993568517360836, 'acc_lim_trans': 0.14533337317407133, 'acc_lim_x': 1.4916010946035385, 'forward_point_distance': 0.41623402377590535, 'goal_distance_bias': 7.8805453376844525, 'max_scaling_factor': 0.35727660283446316, 'max_vel_theta': 0.6835732641629875, 'max_vel_trans': 0.5484468134120106, 'max_vel_x': 0.39115749481134116, 'min_vel_theta': 1.800559503491968, 'min_vel_trans': 0.1746243076398969, 'min_vel_x': -0.11687541995197534, 'occdist_scale': 0.06040464625693858, 'oscillation_reset_angle': 0.38316446095705037, 'path_distance_bias': 11.805870085954666, 'scaling_speed': 0.20391751639544964, 'sim_granularity': 0.02979565294459462, 'sim_time': 1.882674871943891, 'stop_time_buffer': 0.7679287891834974, 'theta_stopped_vel': 0.07526964731514454, 'trans_stopped_vel': 0.07847340079024434, 'vth_samples': 24, 'vx_samples': 6, 'vy_samples': 8, 'publish_frequency': 3.3261421732604504, 'resolution': 0.08812634431757034, 'transform_tolerance': 1.0023763811215758, 'update_frequency': 3.1935682697221637, 'cost_scaling_factor': 12.836089048534632, 'inflation_radius': 1.1055627532303334, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
44,107.12,1.5,0.4,0,0.4,0.66,"{'controller_frequency': 5.729755952954292, 'planner_patience': 3.3562383987009525, 'controller_patience': 3.8527942188084126, 'conservative_reset_dist': 4.496191695332527, 'acc_lim_theta': 2.257412459049374, 'acc_lim_trans': 0.30579121261835096, 'acc_lim_x': 4.919420193880796, 'forward_point_distance': 0.4238860527053475, 'goal_distance_bias': 22.046740925870836, 'max_scaling_factor': 0.12314154952764511, 'max_vel_theta': 1.0689640706405044, 'max_vel_trans': 0.5135833265259862, 'max_vel_x': 0.679678371688351, 'min_vel_theta': 2.9489686000160873, 'min_vel_trans': 0.10300581604242326, 'min_vel_x': -0.1358007241040468, 'occdist_scale': 0.3364629696123302, 'oscillation_reset_angle': 0.14494440071284773, 'path_distance_bias': 26.265297830104828, 'scaling_speed': 0.33711611237376926, 'sim_granularity': 0.03256614533253014, 'sim_time': 2.373919893987477, 'stop_time_buffer': 0.44991893172264097, 'theta_stopped_vel': 0.05674705551937223, 'trans_stopped_vel': 0.10179686825722456, 'vth_samples': 21, 'vx_samples': 7, 'vy_samples': 0, 'publish_frequency': 2.010194579139352, 'resolution': 0.13282520667649805, 'transform_tolerance': 1.295795057155192, 'update_frequency': 1.4177000327035785, 'cost_scaling_factor': 13.868336269631982, 'inflation_radius': 1.1490199260413647, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
45,92.52,0.2,0.4,1,1.0,0.76,"{'controller_frequency': 3.0802186243236065, 'planner_patience': 5.405514996498823, 'controller_patience': 6.565831530839205, 'conservative_reset_dist': 1.6473253890872002, 'acc_lim_theta': 3.83717855559662, 'acc_lim_trans': 0.13039435669779778, 'acc_lim_x': 4.037786521017551, 'forward_point_distance': 0.45266946163028476, 'goal_distance_bias': 14.936597337946296, 'max_scaling_factor': 0.20802699886262419, 'max_vel_theta': 1.4687857567332685, 'max_vel_trans': 0.3935405528638512, 'max_vel_x': 0.746277580037713, 'min_vel_theta': 1.9750107354484499, 'min_vel_trans': 0.10027551855891943, 'min_vel_x': -0.2606810649856925, 'occdist_scale': 0.18959352257661521, 'oscillation_reset_angle': 0.3521015334874392, 'path_distance_bias': 28.445597253739834, 'scaling_speed': 0.29668423049151893, 'sim_granularity': 0.03178355354815721, 'sim_time': 1.5091978777199984, 'stop_time_buffer': 0.5260298935696482, 'theta_stopped_vel': 0.058516273647546774, 'trans_stopped_vel': 0.09852004414424301, 'vth_samples': 10, 'vx_samples': 9, 'vy_samples': 1, 'publish_frequency': 2.97235690895468, 'resolution': 0.11862098651938141, 'transform_tolerance': 0.2660384284332395, 'update_frequency': 1.5312647158280015, 'cost_scaling_factor': 13.870114346966147, 'inflation_radius': 0.9378191281110049, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
46,41.92,0.17,0.4,1,1.0,0.88,"{'controller_frequency': 6.404655195772648, 'planner_patience': 6.93448505923152, 'controller_patience': 3.027664229273796, 'conservative_reset_dist': 2.6759564243257046, 'acc_lim_theta': 1.7884661157615482, 'acc_lim_trans': 0.3127898592501879, 'acc_lim_x': 4.317832980304956, 'forward_point_distance': 0.23977070339024067, 'goal_distance_bias': 12.412969218567014, 'max_scaling_factor': 0.34157348833978174, 'max_vel_theta': 1.5890571936033666, 'max_vel_trans': 0.7426245961803943, 'max_vel_x': 0.3433108254801482, 'min_vel_theta': 2.7599984519183636, 'min_vel_trans': 0.13129179617390038, 'min_vel_x': -0.2751832829788327, 'occdist_scale': 0.284911475609988, 'oscillation_reset_angle': 0.33946108594536784, 'path_distance_bias': 35.22514786571264, 'scaling_speed': 0.21060911417007444, 'sim_granularity': 0.018908005552366373, 'sim_time': 2.4700187742710114, 'stop_time_buffer': 1.0617866223677992, 'theta_stopped_vel': 0.10078127905726433, 'trans_stopped_vel': 0.10488896965980529, 'vth_samples': 13, 'vx_samples': 3, 'vy_samples': 10, 'publish_frequency': 2.769388960674405, 'resolution': 0.02596965163014829, 'transform_tolerance': 1.6983542697504164, 'update_frequency': 4.8027156656607985, 'cost_scaling_factor': 18.61760365590453, 'inflation_radius': 0.6103604983538389, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
47,192.04,2.11,0.55,0,0.2,0.45,"{'controller_frequency': 5.430268295109272, 'planner_patience': 3.1951077431440353, 'controller_patience': 4.651038553565741, 'conservative_reset_dist': 2.9938806109130383, 'acc_lim_theta': 2.823757241293788, 'acc_lim_trans': 0.2643394071608782, 'acc_lim_x': 2.8548967577517033, 'forward_point_distance': 0.3791769499890506, 'goal_distance_bias': 12.776196296326816, 'max_scaling_factor': 0.43796924501657486, 'max_vel_theta': 1.0681221992708743, 'max_vel_trans': 0.5087431315798312, 'max_vel_x': 0.6087426457554101, 'min_vel_theta': 2.684459892567247, 'min_vel_trans': 0.13715176032856108, 'min_vel_x': -0.2698855790309608, 'occdist_scale': 0.3902368468698114, 'oscillation_reset_angle': 0.14593366645276548, 'path_distance_bias': 43.624356277287006, 'scaling_speed': 0.18190681841224432, 'sim_granularity': 0.02199466441757977, 'sim_time': 1.700841136276722, 'stop_time_buffer': 0.629641218855977, 'theta_stopped_vel': 0.14033463411033154, 'trans_stopped_vel': 0.14793254770338535, 'vth_samples': 16, 'vx_samples': 4, 'vy_samples': 8, 'publish_frequency': 3.7223831368610263, 'resolution': 0.12620848597027362, 'transform_tolerance': 0.2742398709058762, 'update_frequency': 5.871128350496292, 'cost_scaling_factor': 9.537874398753047, 'inflation_radius': 1.2462284233421086, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
48,144.12,1.03,0.4,0,0.4,0.6,"{'controller_frequency': 5.357240680605173, 'planner_patience': 6.635983437299728, 'controller_patience': 4.198840878903866, 'conservative_reset_dist': 3.694730244576931, 'acc_lim_theta': 2.941753577720374, 'acc_lim_trans': 0.21454421505331994, 'acc_lim_x': 4.565854921936989, 'forward_point_distance': 0.3977730184793472, 'goal_distance_bias': 15.189593085087836, 'max_scaling_factor': 0.4310095995664597, 'max_vel_theta': 1.6566752414219081, 'max_vel_trans': 0.3155776262283325, 'max_vel_x': 0.7357904219068587, 'min_vel_theta': 2.118641819804907, 'min_vel_trans': 0.1305517942644656, 'min_vel_x': -0.19396914280951022, 'occdist_scale': 0.2986869767308235, 'oscillation_reset_angle': 0.4333927787840367, 'path_distance_bias': 33.38672365993261, 'scaling_speed': 0.21058857329189776, 'sim_granularity': 0.029887107498943806, 'sim_time': 2.709437567740679, 'stop_time_buffer': 1.1395660631358624, 'theta_stopped_vel': 0.13070686124265193, 'trans_stopped_vel': 0.059669254906475545, 'vth_samples': 12, 'vx_samples': 7, 'vy_samples': 1, 'publish_frequency': 5.965176726691425, 'resolution': 0.12495003413408995, 'transform_tolerance': 0.41158324349671604, 'update_frequency': 1.659090899862349, 'cost_scaling_factor': 6.037836505100131, 'inflation_radius': 1.1828066881746053, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
49,40.6,0.16,0.59,1,1.0,0.89,"{'controller_frequency': 4.150506425648928, 'planner_patience': 5.373260207474232, 'controller_patience': 6.36320298537612, 'conservative_reset_dist': 1.3603208735585213, 'acc_lim_theta': 2.6508715770207347, 'acc_lim_trans': 0.3559296917170286, 'acc_lim_x': 2.4284574203193188, 'forward_point_distance': 0.4455682792700827, 'goal_distance_bias': 6.353496862575412, 'max_scaling_factor': 0.36559907756745813, 'max_vel_theta': 1.7417902117595077, 'max_vel_trans': 0.6464053580537439, 'max_vel_x': 0.33578531141392887, 'min_vel_theta': 1.9626385197043419, 'min_vel_trans': 0.17280949093401432, 'min_vel_x': -0.19683461682870984, 'occdist_scale': 0.15587748009711505, 'oscillation_reset_angle': 0.15108885765075686, 'path_distance_bias': 23.604026921093464, 'scaling_speed': 0.19493662528693675, 'sim_granularity': 0.021963567752391097, 'sim_time': 1.4048573207110167, 'stop_time_buffer': 0.1519442692399025, 'theta_stopped_vel': 0.07205774309113622, 'trans_stopped_vel': 0.09281363049522043, 'vth_samples': 14, 'vx_samples': 9, 'vy_samples': 13, 'publish_frequency': 3.0914204232394695, 'resolution': 0.03450975317507982, 'transform_tolerance': 1.3806215215474367, 'update_frequency': 5.683541674166918, 'cost_scaling_factor': 11.363565520383418, 'inflation_radius': 0.9861262522637844, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
50,86.56,2.04,0.71,0,0.4,0.68,"{'controller_frequency': 6.813036289066076, 'planner_patience': 4.873327482491732, 'controller_patience': 4.59824775159359, 'conservative_reset_dist': 3.3599655888974667, 'acc_lim_theta': 4.816606457624585, 'acc_lim_trans': 0.3083436291664839, 'acc_lim_x': 1.7747437506914139, 'forward_point_distance': 0.3037226888351142, 'goal_distance_bias': 8.403462977148592, 'max_scaling_factor': 0.10020417645573616, 'max_vel_theta': 0.9515164312906563, 'max_vel_trans': 0.3919476388022304, 'max_vel_x': 0.6274985203519463, 'min_vel_theta': 2.620856471825391, 'min_vel_trans': 0.17145294677466155, 'min_vel_x': -0.2664880407974124, 'occdist_scale': 0.2800563424360007, 'oscillation_reset_angle': 0.16356446780264378, 'path_distance_bias': 42.55796071141958, 'scaling_speed': 0.3128823040053248, 'sim_granularity': 0.03661424531601369, 'sim_time': 0.5131659163162112, 'stop_time_buffer': 0.35990380458533766, 'theta_stopped_vel': 0.08110889680683613, 'trans_stopped_vel': 0.08161810617893935, 'vth_samples': 28, 'vx_samples': 9, 'vy_samples': 15, 'publish_frequency': 1.511695258319378, 'resolution': 0.13127016552723944, 'transform_tolerance': 0.33892141170799733, 'update_frequency': 3.1513001387938857, 'cost_scaling_factor': 3.1718524349853396, 'inflation_radius': 0.4385249879211187, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
51,40.6,0.15,0.4,1,1.0,0.89,"{'controller_frequency': 3.59754279255867, 'planner_patience': 3.6988251991569996, 'controller_patience': 4.1920951791107655, 'conservative_reset_dist': 3.621552612632513, 'acc_lim_theta': 3.626451556570828, 'acc_lim_trans': 0.3380146626383066, 'acc_lim_x': 1.5686368271708488, 'forward_point_distance': 0.29462164305150507, 'goal_distance_bias': 35.144939571619034, 'max_scaling_factor': 0.11925053857266904, 'max_vel_theta': 1.9658783576451242, 'max_vel_trans': 0.5256656630896032, 'max_vel_x': 0.37106713238172234, 'min_vel_theta': 2.2801841790787876, 'min_vel_trans': 0.1263805452734232, 'min_vel_x': -0.11460547149181366, 'occdist_scale': 0.12781856427900495, 'oscillation_reset_angle': 0.13875047191977502, 'path_distance_bias': 19.37430553138256, 'scaling_speed': 0.16785843949764967, 'sim_granularity': 0.028676280062645672, 'sim_time': 1.2846755841746926, 'stop_time_buffer': 1.0755111990496515, 'theta_stopped_vel': 0.10701959235593676, 'trans_stopped_vel': 0.11624526511877775, 'vth_samples': 15, 'vx_samples': 5, 'vy_samples': 13, 'publish_frequency': 4.647016203030944, 'resolution': 0.06611845161765814, 'transform_tolerance': 0.7553820760920644, 'update_frequency': 4.9087707083672285, 'cost_scaling_factor': 12.808354889042675, 'inflation_radius': 1.1143745474517346, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
52,47.36,0.76,0.68,0,0.8,0.84,"{'controller_frequency': 4.0002270713448524, 'planner_patience': 4.833880502730608, 'controller_patience': 5.919023789465427, 'conservative_reset_dist': 3.5694055557250977, 'acc_lim_theta': 1.948609213810414, 'acc_lim_trans': 0.4398503758013249, 'acc_lim_x': 3.4839464351534843, 'forward_point_distance': 0.26493536625057457, 'goal_distance_bias': 31.18640369269997, 'max_scaling_factor': 0.33207265101373196, 'max_vel_theta': 0.8220691755414009, 'max_vel_trans': 0.7132913121487945, 'max_vel_x': 0.5774072691332549, 'min_vel_theta': 2.1460243170149624, 'min_vel_trans': 0.12006551017984748, 'min_vel_x': -0.2638819148764014, 'occdist_scale': 0.35077505963854494, 'oscillation_reset_angle': 0.3027447424829006, 'path_distance_bias': 42.041301280260086, 'scaling_speed': 0.27651999089866874, 'sim_granularity': 0.02114468372426927, 'sim_time': 3.385903600603342, 'stop_time_buffer': 0.3856645170599222, 'theta_stopped_vel': 0.0852971020154655, 'trans_stopped_vel': 0.0681249588727951, 'vth_samples': 29, 'vx_samples': 3, 'vy_samples': 0, 'publish_frequency': 1.883226995356381, 'resolution': 0.06091676665470004, 'transform_tolerance': 1.9827223293483258, 'update_frequency': 1.8298670966178179, 'cost_scaling_factor': 17.177408332005143, 'inflation_radius': 1.4763591393828392, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
53,46.28,0.18,0.67,1,1.0,0.87,"{'controller_frequency': 3.4009754471480846, 'planner_patience': 3.3918893672525883, 'controller_patience': 3.384395819157362, 'conservative_reset_dist': 1.7991251349449158, 'acc_lim_theta': 4.036185815744102, 'acc_lim_trans': 0.28009755648672585, 'acc_lim_x': 3.553221058100462, 'forward_point_distance': 0.6966749638319015, 'goal_distance_bias': 28.49986221641302, 'max_scaling_factor': 0.47995590381324293, 'max_vel_theta': 1.6962470528669655, 'max_vel_trans': 0.48116998141631484, 'max_vel_x': 0.6442640022374689, 'min_vel_theta': 2.0971437538973987, 'min_vel_trans': 0.1354515359736979, 'min_vel_x': -0.03939773887395859, 'occdist_scale': 0.16831257115118206, 'oscillation_reset_angle': 0.14989523440599442, 'path_distance_bias': 20.344038791954517, 'scaling_speed': 0.16242867521941662, 'sim_granularity': 0.023761207899078728, 'sim_time': 0.659847947768867, 'stop_time_buffer': 0.2631875894963741, 'theta_stopped_vel': 0.08431838126853108, 'trans_stopped_vel': 0.05787587948143483, 'vth_samples': 16, 'vx_samples': 9, 'vy_samples': 2, 'publish_frequency': 1.819297763518989, 'resolution': 0.031110882591456175, 'transform_tolerance': 0.9695406123995782, 'update_frequency': 3.174572814255953, 'cost_scaling_factor': 12.75505751464516, 'inflation_radius': 0.9859760921448468, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
54,32.08,0.62,0.4,0,0.8,0.88,"{'controller_frequency': 3.6451736614108086, 'planner_patience': 3.0387450233101845, 'controller_patience': 4.5793762765824795, 'conservative_reset_dist': 3.6539838276803493, 'acc_lim_theta': 3.5802145675756036, 'acc_lim_trans': 0.1054908361285925, 'acc_lim_x': 3.028144773095846, 'forward_point_distance': 0.5969876743853092, 'goal_distance_bias': 29.513298966921866, 'max_scaling_factor': 0.2831593554466963, 'max_vel_theta': 0.9648822699673474, 'max_vel_trans': 0.6608653903473168, 'max_vel_x': 0.48982798825018103, 'min_vel_theta': 2.8586888518184423, 'min_vel_trans': 0.17902804659679533, 'min_vel_x': -0.05697160251438618, 'occdist_scale': 0.26282688113860786, 'oscillation_reset_angle': 0.34648791179060934, 'path_distance_bias': 19.4331232085824, 'scaling_speed': 0.15237782727926968, 'sim_granularity': 0.03442507957108319, 'sim_time': 2.777371848002076, 'stop_time_buffer': 0.9925462909042835, 'theta_stopped_vel': 0.11286878027021885, 'trans_stopped_vel': 0.07347781518474221, 'vth_samples': 18, 'vx_samples': 6, 'vy_samples': 1, 'publish_frequency': 3.7598258573561907, 'resolution': 0.10905145026743412, 'transform_tolerance': 1.6988762259483337, 'update_frequency': 2.587002440355718, 'cost_scaling_factor': 16.4377168007195, 'inflation_radius': 1.2717732287943362, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
55,110.08,0.8,0.4,0,0.8,0.69,"{'controller_frequency': 6.391174633055925, 'planner_patience': 3.7059813290834427, 'controller_patience': 4.562489803880453, 'conservative_reset_dist': 1.355682760477066, 'acc_lim_theta': 2.111353940796107, 'acc_lim_trans': 0.11172963194549085, 'acc_lim_x': 1.0122371204197407, 'forward_point_distance': 0.6621536807157099, 'goal_distance_bias': 35.3266433859244, 'max_scaling_factor': 0.3552541613578797, 'max_vel_theta': 0.7984812161885202, 'max_vel_trans': 0.33076290478929876, 'max_vel_x': 0.43354438520036637, 'min_vel_theta': 2.931103892158717, 'min_vel_trans': 0.18952830247581007, 'min_vel_x': -0.1966108619235456, 'occdist_scale': 0.17399987811222672, 'oscillation_reset_angle': 0.2749577566981316, 'path_distance_bias': 31.931729204952717, 'scaling_speed': 0.3192538373172283, 'sim_granularity': 0.019403090570122003, 'sim_time': 3.145136432722211, 'stop_time_buffer': 0.1721067501232028, 'theta_stopped_vel': 0.09513080529868603, 'trans_stopped_vel': 0.06275338735431432, 'vth_samples': 15, 'vx_samples': 8, 'vy_samples': 6, 'publish_frequency': 5.122244142927229, 'resolution': 0.14339173822663726, 'transform_tolerance': 1.7652122588828205, 'update_frequency': 4.574278429150581, 'cost_scaling_factor': 1.6009005131199956, 'inflation_radius': 0.5655487328767776, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
56,25.44,1.52,0.99,0,0.6,0.84,"{'controller_frequency': 4.646327015012503, 'planner_patience': 3.219169832766056, 'controller_patience': 3.3013113886117935, 'conservative_reset_dist': 3.966930575668812, 'acc_lim_theta': 2.987975415121764, 'acc_lim_trans': 0.44790417663753035, 'acc_lim_x': 1.8277295343577862, 'forward_point_distance': 0.43599708322435615, 'goal_distance_bias': 5.7964379992336035, 'max_scaling_factor': 0.4236794147640467, 'max_vel_theta': 1.461911658756435, 'max_vel_trans': 0.6843457535840571, 'max_vel_x': 0.5940379913896322, 'min_vel_theta': 2.5032273991964757, 'min_vel_trans': 0.1943533162586391, 'min_vel_x': -0.13762019276618956, 'occdist_scale': 0.22239324827678503, 'oscillation_reset_angle': 0.4023861587047577, 'path_distance_bias': 38.59299384057522, 'scaling_speed': 0.20043558422476052, 'sim_granularity': 0.03250157989561558, 'sim_time': 1.5028374632820487, 'stop_time_buffer': 1.1717470426112413, 'theta_stopped_vel': 0.08843929637223483, 'trans_stopped_vel': 0.056296498980373144, 'vth_samples': 24, 'vx_samples': 8, 'vy_samples': 6, 'publish_frequency': 4.322293367236853, 'resolution': 0.08535014051944018, 'transform_tolerance': 1.5671471325680613, 'update_frequency': 5.0247923182323575, 'cost_scaling_factor': 18.02341241016984, 'inflation_radius': 0.6805406782776118, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
57,88.56,0.59,0.41,0,0.8,0.75,"{'controller_frequency': 4.771483089774847, 'planner_patience': 5.294716142117977, 'controller_patience': 4.735875695943832, 'conservative_reset_dist': 4.9644223637878895, 'acc_lim_theta': 3.6589046130888163, 'acc_lim_trans': 0.12040765061974526, 'acc_lim_x': 3.9865668267011642, 'forward_point_distance': 0.3783204140141606, 'goal_distance_bias': 7.2190845012664795, 'max_scaling_factor': 0.40379801392555237, 'max_vel_theta': 1.138304813299328, 'max_vel_trans': 0.37243830151855944, 'max_vel_x': 0.7455557586159557, 'min_vel_theta': 2.751030477695167, 'min_vel_trans': 0.1844904930330813, 'min_vel_x': -0.21570469317957758, 'occdist_scale': 0.4207417089026421, 'oscillation_reset_angle': 0.12493204697966576, 'path_distance_bias': 11.48752260953188, 'scaling_speed': 0.27653817385435103, 'sim_granularity': 0.03796743971295655, 'sim_time': 2.267675004899502, 'stop_time_buffer': 1.4416001046076417, 'theta_stopped_vel': 0.08658662680536508, 'trans_stopped_vel': 0.11275974214076996, 'vth_samples': 16, 'vx_samples': 10, 'vy_samples': 4, 'publish_frequency': 2.39728759881109, 'resolution': 0.1175350954849273, 'transform_tolerance': 0.5473096514120699, 'update_frequency': 4.014006093144417, 'cost_scaling_factor': 15.124226332642138, 'inflation_radius': 0.871159630268812, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
