Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
38,48.0,3.26,1.1,0,0.2,0.69,"{'controller_frequency': 4.621458921581507, 'planner_patience': 3.7655083127319813, 'controller_patience': 3.732899311929941, 'conservative_reset_dist': 4.277221359312534, 'acc_lim_theta': 3.694729597028345, 'acc_lim_trans': 0.23268070966005328, 'acc_lim_x': 3.991065263748169, 'forward_point_distance': 0.2652239141985774, 'goal_distance_bias': 35.087065934203565, 'max_scaling_factor': 0.34953276813030243, 'max_vel_theta': 1.0534236100502312, 'max_vel_trans': 0.38334320657886567, 'max_vel_x': 0.3349322687834501, 'min_vel_theta': 2.09274360537529, 'min_vel_trans': 0.15548903876915576, 'min_vel_x': -0.1003182210959494, 'occdist_scale': 0.20654566693119708, 'oscillation_reset_angle': 0.45572398602962494, 'path_distance_bias': 15.108455866575241, 'scaling_speed': 0.27317179627716537, 'sim_granularity': 0.03486081456765532, 'sim_time': 1.4676706101745367, 'stop_time_buffer': 1.019594850204885, 'theta_stopped_vel': 0.053532734699547294, 'trans_stopped_vel': 0.105755250249058, 'vth_samples': 22, 'vx_samples': 8, 'vy_samples': 15, 'publish_frequency': 3.0236893510445952, 'resolution': 0.11973557450808585, 'transform_tolerance': 1.329881650581956, 'update_frequency': 2.7513167252764106, 'cost_scaling_factor': 12.616618151776493, 'inflation_radius': 0.3843623075634241, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
39,68.64,3.29,0.9,0,0.2,0.65,"{'controller_frequency': 5.1697967648506165, 'planner_patience': 6.437819804996252, 'controller_patience': 6.344062399119139, 'conservative_reset_dist': 2.600333761423826, 'acc_lim_theta': 5.132397999055684, 'acc_lim_trans': 0.3334715686738491, 'acc_lim_x': 1.9459239207208157, 'forward_point_distance': 0.3449206714518368, 'goal_distance_bias': 25.748658794909716, 'max_scaling_factor': 0.39214430563151836, 'max_vel_theta': 1.0021401578560472, 'max_vel_trans': 0.6492335245013237, 'max_vel_x': 0.6611255151685327, 'min_vel_theta': 2.4013903867453337, 'min_vel_trans': 0.12739779194816947, 'min_vel_x': -0.2503933693282306, 'occdist_scale': 0.3731606486719102, 'oscillation_reset_angle': 0.4667231384664774, 'path_distance_bias': 21.403052024543285, 'scaling_speed': 0.21135319937020539, 'sim_granularity': 0.021244111228734253, 'sim_time': 1.2902674786746502, 'stop_time_buffer': 0.10946541503071786, 'theta_stopped_vel': 0.11894298922270537, 'trans_stopped_vel': 0.06455714963376522, 'vth_samples': 13, 'vx_samples': 7, 'vy_samples': 15, 'publish_frequency': 3.7454654593020678, 'resolution': 0.10685708029195667, 'transform_tolerance': 0.8833200698718429, 'update_frequency': 4.8108090637251735, 'cost_scaling_factor': 13.437779065221548, 'inflation_radius': 0.9544703911989927, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
40,108.12,4.37,0.76,0,0.2,0.52,"{'controller_frequency': 6.849770102649927, 'planner_patience': 4.858255069702864, 'controller_patience': 6.072193663567305, 'conservative_reset_dist': 4.117032799869776, 'acc_lim_theta': 3.3051120404154064, 'acc_lim_trans': 0.4754782561212778, 'acc_lim_x': 4.451677288860083, 'forward_point_distance': 0.48386084185913203, 'goal_distance_bias': 16.485229120589793, 'max_scaling_factor': 0.29076689258217814, 'max_vel_theta': 1.619219571352005, 'max_vel_trans': 0.37441829438321295, 'max_vel_x': 0.611625357856974, 'min_vel_theta': 1.921449257992208, 'min_vel_trans': 0.18880591718479992, 'min_vel_x': -0.0039205298759042995, 'occdist_scale': 0.21241025282070042, 'oscillation_reset_angle': 0.3850081611424685, 'path_distance_bias': 17.49999102205038, 'scaling_speed': 0.26434953324496746, 'sim_granularity': 0.03855781875550747, 'sim_time': 1.7477832054719329, 'stop_time_buffer': 0.29790986571460965, 'theta_stopped_vel': 0.0692023865878582, 'trans_stopped_vel': 0.06708593051880599, 'vth_samples': 26, 'vx_samples': 7, 'vy_samples': 10, 'publish_frequency': 5.301213822327554, 'resolution': 0.044051106665283446, 'transform_tolerance': 0.8644755952060224, 'update_frequency': 1.1450773095712066, 'cost_scaling_factor': 6.152326997369528, 'inflation_radius': 0.37084667086601253, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
41,158.32,3.65,0.63,0,0.2,0.46,"{'controller_frequency': 3.84570686891675, 'planner_patience': 4.63223110884428, 'controller_patience': 4.847650486975908, 'conservative_reset_dist': 4.3413425385952, 'acc_lim_theta': 1.9544060440734028, 'acc_lim_trans': 0.1803075645118952, 'acc_lim_x': 2.6208124421536922, 'forward_point_distance': 0.403132995031774, 'goal_distance_bias': 38.546379851177335, 'max_scaling_factor': 0.2847061686217785, 'max_vel_theta': 1.2828729385510087, 'max_vel_trans': 0.7062347928062082, 'max_vel_x': 0.37568264664150774, 'min_vel_theta': 1.9592884937301278, 'min_vel_trans': 0.19088470432907345, 'min_vel_x': -0.15103244315832853, 'occdist_scale': 0.22430710163898765, 'oscillation_reset_angle': 0.17189876809716226, 'path_distance_bias': 39.998557046055794, 'scaling_speed': 0.21659280825406313, 'sim_granularity': 0.038540035905316475, 'sim_time': 0.6180420378223062, 'stop_time_buffer': 1.4903976088389754, 'theta_stopped_vel': 0.13934034863486885, 'trans_stopped_vel': 0.1142984563484788, 'vth_samples': 20, 'vx_samples': 5, 'vy_samples': 2, 'publish_frequency': 2.7039530631154776, 'resolution': 0.08776024010032416, 'transform_tolerance': 1.7305339181795716, 'update_frequency': 1.6855425657704473, 'cost_scaling_factor': 8.583332009613514, 'inflation_radius': 0.7610486581921577, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
42,109.16,1.98,0.76,0,0.2,0.63,"{'controller_frequency': 6.396232087165117, 'planner_patience': 5.175734810531139, 'controller_patience': 5.4396678023040295, 'conservative_reset_dist': 3.524728275835514, 'acc_lim_theta': 2.804949316661805, 'acc_lim_trans': 0.31022545434534554, 'acc_lim_x': 1.3747469000518322, 'forward_point_distance': 0.6559203969314694, 'goal_distance_bias': 5.4319111770018935, 'max_scaling_factor': 0.3558783791959286, 'max_vel_theta': 0.7524683899246156, 'max_vel_trans': 0.6918699671979993, 'max_vel_x': 0.5096116275060922, 'min_vel_theta': 2.175592857878655, 'min_vel_trans': 0.10075037209317089, 'min_vel_x': -0.10190586559474468, 'occdist_scale': 0.22251508510671558, 'oscillation_reset_angle': 0.23763782903552055, 'path_distance_bias': 24.349600188434124, 'scaling_speed': 0.2609280403703451, 'sim_granularity': 0.019410505620762707, 'sim_time': 2.453680684790015, 'stop_time_buffer': 1.4718813840299845, 'theta_stopped_vel': 0.11362306093797088, 'trans_stopped_vel': 0.08915172880515457, 'vth_samples': 25, 'vx_samples': 5, 'vy_samples': 1, 'publish_frequency': 5.85778589732945, 'resolution': 0.10489639852195978, 'transform_tolerance': 1.6308996450155973, 'update_frequency': 2.806485243141651, 'cost_scaling_factor': 9.941338290460408, 'inflation_radius': 0.8995548628270627, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
43,76.08,3.04,1.04,0,0.2,0.65,"{'controller_frequency': 5.022341139614582, 'planner_patience': 3.9498313181102276, 'controller_patience': 3.7252746894955635, 'conservative_reset_dist': 4.9793365225195885, 'acc_lim_theta': 1.8463345253840089, 'acc_lim_trans': 0.3937915556132794, 'acc_lim_x': 4.100493334233761, 'forward_point_distance': 0.4221105998381972, 'goal_distance_bias': 24.285471960902214, 'max_scaling_factor': 0.2355151165276766, 'max_vel_theta': 0.5141954920254648, 'max_vel_trans': 0.6810196140781045, 'max_vel_x': 0.49080719905905423, 'min_vel_theta': 2.698476175311953, 'min_vel_trans': 0.16853807475417854, 'min_vel_x': -0.06238270187750458, 'occdist_scale': 0.1330323251429945, 'oscillation_reset_angle': 0.3872149653732777, 'path_distance_bias': 23.761843517422676, 'scaling_speed': 0.27029057107865806, 'sim_granularity': 0.021358625153079628, 'sim_time': 1.7609644187614322, 'stop_time_buffer': 0.31882470156997444, 'theta_stopped_vel': 0.13942193398252128, 'trans_stopped_vel': 0.08624703316017986, 'vth_samples': 23, 'vx_samples': 6, 'vy_samples': 8, 'publish_frequency': 5.244148740544915, 'resolution': 0.11083555624820293, 'transform_tolerance': 1.5468295065686106, 'update_frequency': 2.4261735044419765, 'cost_scaling_factor': 14.734065108001232, 'inflation_radius': 1.4242370858788491, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
44,58.64,3.86,1.17,0,0.2,0.63,"{'controller_frequency': 5.507277794182301, 'planner_patience': 3.1596287824213505, 'controller_patience': 5.272478938102722, 'conservative_reset_dist': 4.735608283430338, 'acc_lim_theta': 2.0592922993935643, 'acc_lim_trans': 0.2448020413517952, 'acc_lim_x': 2.7936970368027687, 'forward_point_distance': 0.6689949146471917, 'goal_distance_bias': 39.62405290454626, 'max_scaling_factor': 0.12829656861722472, 'max_vel_theta': 1.9526109560392797, 'max_vel_trans': 0.7348498185630887, 'max_vel_x': 0.45279254196211693, 'min_vel_theta': 1.6746920538134873, 'min_vel_trans': 0.14206944694742563, 'min_vel_x': -0.14040645556524395, 'occdist_scale': 0.10403001313097776, 'oscillation_reset_angle': 0.13448655791580677, 'path_distance_bias': 47.38330561667681, 'scaling_speed': 0.1657301442697644, 'sim_granularity': 0.028956151949241754, 'sim_time': 1.0205307127907872, 'stop_time_buffer': 0.1825342459604144, 'theta_stopped_vel': 0.11933603985235094, 'trans_stopped_vel': 0.0795704104937613, 'vth_samples': 17, 'vx_samples': 7, 'vy_samples': 6, 'publish_frequency': 1.5536881880834699, 'resolution': 0.09594803042709828, 'transform_tolerance': 1.6954986525699496, 'update_frequency': 1.773902558721602, 'cost_scaling_factor': 7.725638458505273, 'inflation_radius': 0.43792134560644624, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
45,76.56,1.75,0.7,0,0.4,0.71,"{'controller_frequency': 4.002459853887558, 'planner_patience': 4.127132371068001, 'controller_patience': 3.1726310029625893, 'conservative_reset_dist': 2.795195546001196, 'acc_lim_theta': 3.936887996830046, 'acc_lim_trans': 0.122088285908103, 'acc_lim_x': 3.1243399046361446, 'forward_point_distance': 0.4941815150901675, 'goal_distance_bias': 5.602185623720288, 'max_scaling_factor': 0.27072122246027, 'max_vel_theta': 1.525246199220419, 'max_vel_trans': 0.5796951075084508, 'max_vel_x': 0.5257077385671437, 'min_vel_theta': 2.6437291516922414, 'min_vel_trans': 0.16333641894161702, 'min_vel_x': -0.21310326671227814, 'occdist_scale': 0.30613162303343416, 'oscillation_reset_angle': 0.3987993061542511, 'path_distance_bias': 44.51140098273754, 'scaling_speed': 0.3370293566957116, 'sim_granularity': 0.04139731544069945, 'sim_time': 1.7679039388895035, 'stop_time_buffer': 1.2597224164754153, 'theta_stopped_vel': 0.07771264268085361, 'trans_stopped_vel': 0.08912338195368648, 'vth_samples': 20, 'vx_samples': 5, 'vy_samples': 1, 'publish_frequency': 3.8986763255670667, 'resolution': 0.09122525785118342, 'transform_tolerance': 0.8884439172223211, 'update_frequency': 3.4316305480897427, 'cost_scaling_factor': 9.947251259349287, 'inflation_radius': 1.1808272916823626, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
46,153.0,5.51,0.4,0,0.0,0.39,"{'controller_frequency': 4.919564556330442, 'planner_patience': 5.0979379788041115, 'controller_patience': 5.229697939008474, 'conservative_reset_dist': 2.797969825565815, 'acc_lim_theta': 1.5543657966889441, 'acc_lim_trans': 0.10811237581074239, 'acc_lim_x': 3.059840526431799, 'forward_point_distance': 0.5740652423352003, 'goal_distance_bias': 36.63179189898074, 'max_scaling_factor': 0.45499810576438904, 'max_vel_theta': 0.5909594520926476, 'max_vel_trans': 0.7317641009576619, 'max_vel_x': 0.32131553096696736, 'min_vel_theta': 2.9179129865951836, 'min_vel_trans': 0.1389662883244455, 'min_vel_x': -0.14878551810979843, 'occdist_scale': 0.17229905333369971, 'oscillation_reset_angle': 0.15568456314504148, 'path_distance_bias': 45.5643418058753, 'scaling_speed': 0.17157002538442612, 'sim_granularity': 0.03925952360965311, 'sim_time': 3.4120648559182882, 'stop_time_buffer': 0.6006171783432364, 'theta_stopped_vel': 0.12512342743575572, 'trans_stopped_vel': 0.14340564487501978, 'vth_samples': 14, 'vx_samples': 4, 'vy_samples': 13, 'publish_frequency': 4.548139245249331, 'resolution': 0.13256266315467655, 'transform_tolerance': 1.342782261222601, 'update_frequency': 2.139169572852552, 'cost_scaling_factor': 1.7366907382383943, 'inflation_radius': 0.6829211063683033, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
47,144.36,2.79,0.95,0,0.2,0.52,"{'controller_frequency': 5.31510378792882, 'planner_patience': 6.457739904522896, 'controller_patience': 3.3090476989746094, 'conservative_reset_dist': 3.6777966916561127, 'acc_lim_theta': 3.1373644273728134, 'acc_lim_trans': 0.23133573792874815, 'acc_lim_x': 1.2700477205216885, 'forward_point_distance': 0.40214954540133474, 'goal_distance_bias': 39.64275897014886, 'max_scaling_factor': 0.26926972791552545, 'max_vel_theta': 1.3968052021227777, 'max_vel_trans': 0.5439179579727351, 'max_vel_x': 0.668444463936612, 'min_vel_theta': 2.8088007769547403, 'min_vel_trans': 0.15888403486460448, 'min_vel_x': -0.06194006698206067, 'occdist_scale': 0.3374031509272754, 'oscillation_reset_angle': 0.24886403344571592, 'path_distance_bias': 17.42570821195841, 'scaling_speed': 0.3461733618751168, 'sim_granularity': 0.03162555780261755, 'sim_time': 2.3285550670698285, 'stop_time_buffer': 0.23896935693919658, 'theta_stopped_vel': 0.0973867891356349, 'trans_stopped_vel': 0.0837374665774405, 'vth_samples': 20, 'vx_samples': 5, 'vy_samples': 14, 'publish_frequency': 5.344544666819274, 'resolution': 0.04068092335015536, 'transform_tolerance': 0.9423161389306187, 'update_frequency': 4.497296408750117, 'cost_scaling_factor': 5.450245772488415, 'inflation_radius': 1.3416012100875379, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
48,65.96,3.43,1.24,0,0.0,0.64,"{'controller_frequency': 3.7467375695705414, 'planner_patience': 6.736057203263044, 'controller_patience': 4.6887968853116035, 'conservative_reset_dist': 1.184513233602047, 'acc_lim_theta': 2.2832884764298798, 'acc_lim_trans': 0.1500715982168913, 'acc_lim_x': 4.689544320106506, 'forward_point_distance': 0.3627074299380183, 'goal_distance_bias': 27.46813875157386, 'max_scaling_factor': 0.1602664213627577, 'max_vel_theta': 1.1878559314645827, 'max_vel_trans': 0.5712609850801528, 'max_vel_x': 0.43844710956327615, 'min_vel_theta': 1.6959775225259364, 'min_vel_trans': 0.18419463252648713, 'min_vel_x': -0.19255434405058622, 'occdist_scale': 0.18688688492402433, 'oscillation_reset_angle': 0.10426030196249486, 'path_distance_bias': 33.767411820590496, 'scaling_speed': 0.31193521823734044, 'sim_granularity': 0.01587759350426495, 'sim_time': 1.5224290387704968, 'stop_time_buffer': 0.7743272349238395, 'theta_stopped_vel': 0.12232744544744491, 'trans_stopped_vel': 0.11716672452166677, 'vth_samples': 19, 'vx_samples': 3, 'vy_samples': 9, 'publish_frequency': 2.394363883882761, 'resolution': 0.09860448827035725, 'transform_tolerance': 0.29330203030258417, 'update_frequency': 3.9669779213145375, 'cost_scaling_factor': 17.352555779740214, 'inflation_radius': 0.41567683070898054, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
49,50.72,8.05,2.26,0,0.0,0.4,"{'controller_frequency': 6.540662057697773, 'planner_patience': 5.885125659406185, 'controller_patience': 4.529008883982897, 'conservative_reset_dist': 3.7266125790774822, 'acc_lim_theta': 4.67526231110096, 'acc_lim_trans': 0.19736039750277998, 'acc_lim_x': 3.379491686820984, 'forward_point_distance': 0.4980338000692427, 'goal_distance_bias': 20.127973542548716, 'max_scaling_factor': 0.45882531553506856, 'max_vel_theta': 1.1687147757038474, 'max_vel_trans': 0.30404981626197697, 'max_vel_x': 0.6150116588920355, 'min_vel_theta': 2.111044690478593, 'min_vel_trans': 0.14119226848706604, 'min_vel_x': -0.08411963582038878, 'occdist_scale': 0.10289172511547803, 'oscillation_reset_angle': 0.34538586251437664, 'path_distance_bias': 15.790153630077839, 'scaling_speed': 0.17170134466141462, 'sim_granularity': 0.02724143902771175, 'sim_time': 1.8687667436897755, 'stop_time_buffer': 1.3939251279458404, 'theta_stopped_vel': 0.05779758365824819, 'trans_stopped_vel': 0.129191476944834, 'vth_samples': 11, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 1.363262421451509, 'resolution': 0.11238070921041073, 'transform_tolerance': 0.6411379797384142, 'update_frequency': 2.0838438849896193, 'cost_scaling_factor': 10.208932435140014, 'inflation_radius': 0.7086054425686598, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
50,96.52,1.68,0.4,0,0.4,0.67,"{'controller_frequency': 3.4835649020969868, 'planner_patience': 5.468593597412109, 'controller_patience': 4.367297817021608, 'conservative_reset_dist': 2.706341426819563, 'acc_lim_theta': 2.0915481681004167, 'acc_lim_trans': 0.33786357901990416, 'acc_lim_x': 3.008514702320099, 'forward_point_distance': 0.45747167281806467, 'goal_distance_bias': 8.11656144913286, 'max_scaling_factor': 0.19334016591310502, 'max_vel_theta': 0.5358982551842928, 'max_vel_trans': 0.5807788343634457, 'max_vel_x': 0.464121010992676, 'min_vel_theta': 1.874460142571479, 'min_vel_trans': 0.13012090967968107, 'min_vel_x': -0.11108533535152673, 'occdist_scale': 0.05541281932964921, 'oscillation_reset_angle': 0.14455837532877924, 'path_distance_bias': 49.67168178409338, 'scaling_speed': 0.34040131885558367, 'sim_granularity': 0.027064115479588507, 'sim_time': 1.5594044914469123, 'stop_time_buffer': 1.4320858459919692, 'theta_stopped_vel': 0.12194717032834887, 'trans_stopped_vel': 0.14654323952272535, 'vth_samples': 11, 'vx_samples': 8, 'vy_samples': 9, 'publish_frequency': 5.665558747947216, 'resolution': 0.07683185928501189, 'transform_tolerance': 1.9430260131135584, 'update_frequency': 2.184256114065647, 'cost_scaling_factor': 16.779872379265726, 'inflation_radius': 0.7440371654927731, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
51,95.2,1.19,0.75,0,0.2,0.7,"{'controller_frequency': 4.6901576817035675, 'planner_patience': 4.680438123643398, 'controller_patience': 6.572896014899015, 'conservative_reset_dist': 3.129019010812044, 'acc_lim_theta': 2.5812777255661787, 'acc_lim_trans': 0.4086566027253866, 'acc_lim_x': 2.2547618485987186, 'forward_point_distance': 0.2566977552138269, 'goal_distance_bias': 5.226397500373423, 'max_scaling_factor': 0.1136991210281849, 'max_vel_theta': 1.9588736877776682, 'max_vel_trans': 0.46775047397241, 'max_vel_x': 0.5896705022547394, 'min_vel_theta': 1.6082379533909261, 'min_vel_trans': 0.181432056799531, 'min_vel_x': -0.055991328321397305, 'occdist_scale': 0.41662430223077535, 'oscillation_reset_angle': 0.3385457836091519, 'path_distance_bias': 33.19717861711979, 'scaling_speed': 0.18594851065427065, 'sim_granularity': 0.042118171490728856, 'sim_time': 2.5323614310473204, 'stop_time_buffer': 0.9127192607149481, 'theta_stopped_vel': 0.07154554380103946, 'trans_stopped_vel': 0.07051786035299301, 'vth_samples': 12, 'vx_samples': 10, 'vy_samples': 15, 'publish_frequency': 5.96450356207788, 'resolution': 0.07673439553007484, 'transform_tolerance': 1.5351480387151242, 'update_frequency': 3.443009908311069, 'cost_scaling_factor': 8.864567629992962, 'inflation_radius': 0.4790392745286226, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
52,121.52,0.17,0.63,1,1.0,0.69,"{'controller_frequency': 4.48248952254653, 'planner_patience': 3.874068755656481, 'controller_patience': 3.1424802877008915, 'conservative_reset_dist': 2.9001393243670464, 'acc_lim_theta': 4.119697321020067, 'acc_lim_trans': 0.3331756480038166, 'acc_lim_x': 1.5601645447313786, 'forward_point_distance': 0.5119478198699653, 'goal_distance_bias': 30.24168168194592, 'max_scaling_factor': 0.45155931636691093, 'max_vel_theta': 1.1969973831437528, 'max_vel_trans': 0.49966467591002584, 'max_vel_x': 0.39751070332713423, 'min_vel_theta': 2.370700449217111, 'min_vel_trans': 0.1075387096963823, 'min_vel_x': -0.2833963726647198, 'occdist_scale': 0.2792862249072641, 'oscillation_reset_angle': 0.49725037477910516, 'path_distance_bias': 19.505493342876434, 'scaling_speed': 0.15570991840213536, 'sim_granularity': 0.02640538844279945, 'sim_time': 0.7160049695521593, 'stop_time_buffer': 1.3826365932822227, 'theta_stopped_vel': 0.14732779478654265, 'trans_stopped_vel': 0.09159890990704297, 'vth_samples': 17, 'vx_samples': 10, 'vy_samples': 5, 'publish_frequency': 1.1194119406864047, 'resolution': 0.1061853794939816, 'transform_tolerance': 1.4265088623389601, 'update_frequency': 1.7978918217122555, 'cost_scaling_factor': 17.42326174583286, 'inflation_radius': 0.4254386030137539, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
53,60.64,0.76,0.82,0,0.6,0.81,"{'controller_frequency': 5.8581375032663345, 'planner_patience': 3.1850083358585835, 'controller_patience': 6.495358183979988, 'conservative_reset_dist': 2.0528533160686493, 'acc_lim_theta': 1.6275358722545206, 'acc_lim_trans': 0.2070700313895941, 'acc_lim_x': 3.5411641858518124, 'forward_point_distance': 0.7124438415281474, 'goal_distance_bias': 10.27551886625588, 'max_scaling_factor': 0.20198126398026944, 'max_vel_theta': 1.4281095848418772, 'max_vel_trans': 0.699082785565406, 'max_vel_x': 0.4866584235336632, 'min_vel_theta': 2.9919029963202775, 'min_vel_trans': 0.1511041113175452, 'min_vel_x': -0.23931838776916264, 'occdist_scale': 0.3455997759010643, 'oscillation_reset_angle': 0.2320472911000252, 'path_distance_bias': 15.770203359425068, 'scaling_speed': 0.23839115686714646, 'sim_granularity': 0.03266742386855185, 'sim_time': 1.115699179470539, 'stop_time_buffer': 0.7075022637844085, 'theta_stopped_vel': 0.10336699718609452, 'trans_stopped_vel': 0.1217198273167014, 'vth_samples': 20, 'vx_samples': 10, 'vy_samples': 14, 'publish_frequency': 3.441170020028949, 'resolution': 0.10456595979630948, 'transform_tolerance': 1.721515959315002, 'update_frequency': 1.9015243221074343, 'cost_scaling_factor': 13.271652452647686, 'inflation_radius': 1.0026352487504482, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
