Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
11,88.04,0.18,0.4,1,1,0.77,"{'controller_frequency': 4.486333228647709, 'planner_patience': 4.801607295870781, 'controller_patience': 6.452712308615446, 'conservative_reset_dist': 1.7368646785616875, 'acc_lim_theta': 4.096813714131713, 'acc_lim_trans': 0.1274245161563158, 'acc_lim_x': 2.543591558933258, 'forward_point_distance': 0.5503152444958687, 'goal_distance_bias': 8.870582417584956, 'max_scaling_factor': 0.4466958824545145, 'max_vel_theta': 1.3167007574811578, 'max_vel_trans': 0.4648174268659204, 'max_vel_x': 0.3288778051268309, 'min_vel_theta': 2.6733058341778815, 'min_vel_trans': 0.15071417130529882, 'min_vel_x': -0.18721836134791375, 'occdist_scale': 0.3234208477195352, 'oscillation_reset_angle': 0.2958765394985676, 'path_distance_bias': 42.55349434912205, 'scaling_speed': 0.32767320480197665, 'sim_granularity': 0.02874564751982689, 'sim_time': 3.126006219536066, 'stop_time_buffer': 0.5679101064801216, 'theta_stopped_vel': 0.12570817712694404, 'trans_stopped_vel': 0.0840762671083212, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 7, 'publish_frequency': 1.1251448411494493, 'resolution': 0.02525207885541022, 'transform_tolerance': 0.5747065976262093, 'update_frequency': 2.389755494892597, 'cost_scaling_factor': 13.072143006138504, 'inflation_radius': 1.0231613885611295, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
12,34.72,1.4,0.92,0,0.6,0.83,"{'controller_frequency': 5.947834745049477, 'planner_patience': 4.782356008887291, 'controller_patience': 5.0745334811508656, 'conservative_reset_dist': 1.012674555182457, 'acc_lim_theta': 2.3397557754069567, 'acc_lim_trans': 0.13158985637128354, 'acc_lim_x': 1.9946567006409168, 'forward_point_distance': 0.4790726168081164, 'goal_distance_bias': 28.619479779154062, 'max_scaling_factor': 0.26855347901582716, 'max_vel_theta': 1.3272394430823624, 'max_vel_trans': 0.6001238700002431, 'max_vel_x': 0.6119015461765229, 'min_vel_theta': 2.4511070349253714, 'min_vel_trans': 0.1362058904953301, 'min_vel_x': -0.2256322458386421, 'occdist_scale': 0.08903173566795886, 'oscillation_reset_angle': 0.20079492367804053, 'path_distance_bias': 46.842466443777084, 'scaling_speed': 0.187271523848176, 'sim_granularity': 0.024681796906515955, 'sim_time': 1.5335654923692346, 'stop_time_buffer': 0.541087413392961, 'theta_stopped_vel': 0.06077244263142348, 'trans_stopped_vel': 0.10806556260213256, 'vth_samples': 11, 'vx_samples': 5, 'vy_samples': 0, 'publish_frequency': 5.861195958219469, 'resolution': 0.10483446247875691, 'transform_tolerance': 0.6113980736583471, 'update_frequency': 2.9108139257878065, 'cost_scaling_factor': 13.37939197011292, 'inflation_radius': 0.5473608769476414, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
13,74.28,0.23,0.64,1,1,0.8,"{'controller_frequency': 6.725095767527819, 'planner_patience': 5.667270164936781, 'controller_patience': 3.4421892128884792, 'conservative_reset_dist': 3.1934016831219196, 'acc_lim_theta': 1.7488752974197268, 'acc_lim_trans': 0.3061008542776108, 'acc_lim_x': 4.531212847679853, 'forward_point_distance': 0.6801998055540025, 'goal_distance_bias': 30.48350857105106, 'max_scaling_factor': 0.4496156834065914, 'max_vel_theta': 1.1393471295014024, 'max_vel_trans': 0.6237356204073876, 'max_vel_x': 0.40498982230201364, 'min_vel_theta': 2.281326738651842, 'min_vel_trans': 0.11831003753468394, 'min_vel_x': -0.2597259761765599, 'occdist_scale': 0.44331861822865903, 'oscillation_reset_angle': 0.1542806588113308, 'path_distance_bias': 13.807651288807392, 'scaling_speed': 0.20308045260608196, 'sim_granularity': 0.044236550806090236, 'sim_time': 2.491584310308099, 'stop_time_buffer': 1.1088004106655718, 'theta_stopped_vel': 0.08100007167086005, 'trans_stopped_vel': 0.06889826785773039, 'vth_samples': 13, 'vx_samples': 8, 'vy_samples': 3, 'publish_frequency': 2.318958103656769, 'resolution': 0.1495625759381801, 'transform_tolerance': 1.0393725795671345, 'update_frequency': 3.499198140576482, 'cost_scaling_factor': 11.934727971442044, 'inflation_radius': 0.47480987906455996, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
14,60.64,1.46,0.96,0,0.6,0.77,"{'controller_frequency': 3.3043196462094784, 'planner_patience': 4.593978941440582, 'controller_patience': 6.865576282143593, 'conservative_reset_dist': 3.36967920511961, 'acc_lim_theta': 1.652632731758058, 'acc_lim_trans': 0.2360470771789551, 'acc_lim_x': 2.394054140895605, 'forward_point_distance': 0.43181867003440855, 'goal_distance_bias': 5.489665446802974, 'max_scaling_factor': 0.4947994306683541, 'max_vel_theta': 1.5103140720166266, 'max_vel_trans': 0.31839031213894486, 'max_vel_x': 0.717088362481445, 'min_vel_theta': 2.605496533680707, 'min_vel_trans': 0.1025639926083386, 'min_vel_x': -0.02616123128682374, 'occdist_scale': 0.3050008573569357, 'oscillation_reset_angle': 0.13801775202155114, 'path_distance_bias': 49.10367585718632, 'scaling_speed': 0.3349873201921582, 'sim_granularity': 0.02184623960405588, 'sim_time': 3.3187937615439296, 'stop_time_buffer': 0.8630568047985434, 'theta_stopped_vel': 0.08578469576314092, 'trans_stopped_vel': 0.07048768177628517, 'vth_samples': 19, 'vx_samples': 9, 'vy_samples': 12, 'publish_frequency': 2.3722542533650994, 'resolution': 0.1482904774788767, 'transform_tolerance': 0.5590616429224611, 'update_frequency': 4.948062118142843, 'cost_scaling_factor': 8.443215679377317, 'inflation_radius': 0.3626516260206699, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
15,28.12,1.71,1.15,0,0.6,0.82,"{'controller_frequency': 4.594438016414642, 'planner_patience': 4.159458544105291, 'controller_patience': 6.5023962035775185, 'conservative_reset_dist': 4.723264824599028, 'acc_lim_theta': 4.213476706854999, 'acc_lim_trans': 0.2525075610727072, 'acc_lim_x': 2.6968597173690796, 'forward_point_distance': 0.5080319502390921, 'goal_distance_bias': 17.190933390520513, 'max_scaling_factor': 0.2893808502703905, 'max_vel_theta': 1.722725821658969, 'max_vel_trans': 0.5691556664183736, 'max_vel_x': 0.6843437829986214, 'min_vel_theta': 2.3337027998641133, 'min_vel_trans': 0.11359114339575171, 'min_vel_x': -0.010624426044523738, 'occdist_scale': 0.05345508335158229, 'oscillation_reset_angle': 0.3496346760541201, 'path_distance_bias': 23.775039799511433, 'scaling_speed': 0.30385622326284645, 'sim_granularity': 0.04227198933251202, 'sim_time': 1.720427037216723, 'stop_time_buffer': 0.5156137933954598, 'theta_stopped_vel': 0.11477367728948593, 'trans_stopped_vel': 0.09412646079435943, 'vth_samples': 11, 'vx_samples': 9, 'vy_samples': 7, 'publish_frequency': 5.206957947462797, 'resolution': 0.08898011987097562, 'transform_tolerance': 1.8975643254816532, 'update_frequency': 2.607839995995164, 'cost_scaling_factor': 12.034889125265181, 'inflation_radius': 1.0225085254758597, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
16,46.04,1.24,0.99,0,0.6,0.81,"{'controller_frequency': 5.442824371159077, 'planner_patience': 6.374811075627804, 'controller_patience': 3.6200141459703445, 'conservative_reset_dist': 3.44419352337718, 'acc_lim_theta': 4.726489377766848, 'acc_lim_trans': 0.2061040859669447, 'acc_lim_x': 1.3022744879126549, 'forward_point_distance': 0.4631473435088992, 'goal_distance_bias': 19.380874526686966, 'max_scaling_factor': 0.48725194074213507, 'max_vel_theta': 1.6927938875742257, 'max_vel_trans': 0.3877937402576208, 'max_vel_x': 0.6686136740259826, 'min_vel_theta': 2.8202463118359447, 'min_vel_trans': 0.16472920216619968, 'min_vel_x': -0.03721517762169241, 'occdist_scale': 0.2396052215714008, 'oscillation_reset_angle': 0.10547734536230564, 'path_distance_bias': 46.140814051032066, 'scaling_speed': 0.20750264674425123, 'sim_granularity': 0.027175698531791567, 'sim_time': 1.4991973815485835, 'stop_time_buffer': 0.6646951088681816, 'theta_stopped_vel': 0.12933659562841057, 'trans_stopped_vel': 0.08599063083529472, 'vth_samples': 12, 'vx_samples': 5, 'vy_samples': 15, 'publish_frequency': 4.532380233518779, 'resolution': 0.11116326940245927, 'transform_tolerance': 1.175850689969957, 'update_frequency': 5.299001558683813, 'cost_scaling_factor': 4.008739398792386, 'inflation_radius': 1.090237445756793, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
17,153,3.17,0.4,0,0.2,0.49,"{'controller_frequency': 5.865263041108847, 'planner_patience': 6.131306037306786, 'controller_patience': 5.369776148349047, 'conservative_reset_dist': 2.7888634987175465, 'acc_lim_theta': 2.554258639831096, 'acc_lim_trans': 0.4371781203895807, 'acc_lim_x': 1.7072612829506397, 'forward_point_distance': 0.49564442355185745, 'goal_distance_bias': 15.67623982205987, 'max_scaling_factor': 0.41229157820343976, 'max_vel_theta': 1.8582874508574605, 'max_vel_trans': 0.6085522231645882, 'max_vel_x': 0.4224398139864206, 'min_vel_theta': 1.7098155375570059, 'min_vel_trans': 0.10516050700098277, 'min_vel_x': -0.10553456917405127, 'occdist_scale': 0.3106616578064859, 'oscillation_reset_angle': 0.3908854857087135, 'path_distance_bias': 45.258793495595455, 'scaling_speed': 0.19232852794229982, 'sim_granularity': 0.02382828287780285, 'sim_time': 1.9493057494983077, 'stop_time_buffer': 0.6803685694932937, 'theta_stopped_vel': 0.13604367421939967, 'trans_stopped_vel': 0.11392269115895033, 'vth_samples': 30, 'vx_samples': 6, 'vy_samples': 11, 'publish_frequency': 4.181967409327626, 'resolution': 0.11981720653362572, 'transform_tolerance': 0.21590885389596226, 'update_frequency': 3.4822220113128424, 'cost_scaling_factor': 2.2300339760258794, 'inflation_radius': 0.927976107224822, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
18,201.52,1.05,0.4,0,0.4,0.46,"{'controller_frequency': 4.61671345308423, 'planner_patience': 5.89088187739253, 'controller_patience': 3.767829578369856, 'conservative_reset_dist': 1.1377036236226559, 'acc_lim_theta': 4.952197305858135, 'acc_lim_trans': 0.48788906745612626, 'acc_lim_x': 1.3069998472929, 'forward_point_distance': 0.6936353248544037, 'goal_distance_bias': 6.754416008479893, 'max_scaling_factor': 0.18070331476628781, 'max_vel_theta': 1.530397656839341, 'max_vel_trans': 0.7203560516238212, 'max_vel_x': 0.3739921953063458, 'min_vel_theta': 2.2348735383711755, 'min_vel_trans': 0.12444803295657039, 'min_vel_x': -0.25146282780915497, 'occdist_scale': 0.47585442210547624, 'oscillation_reset_angle': 0.2671771705150604, 'path_distance_bias': 42.717142440378666, 'scaling_speed': 0.22868079654872417, 'sim_granularity': 0.035573677355423564, 'sim_time': 2.883403990417719, 'stop_time_buffer': 0.19934971239417792, 'theta_stopped_vel': 0.12079315623268484, 'trans_stopped_vel': 0.11469596745446324, 'vth_samples': 30, 'vx_samples': 6, 'vy_samples': 2, 'publish_frequency': 1.7264882046729326, 'resolution': 0.12448280070908369, 'transform_tolerance': 1.938169801607728, 'update_frequency': 2.8575658136978745, 'cost_scaling_factor': 6.112972552888095, 'inflation_radius': 0.30837754234671594, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
19,82.56,0.6,0.56,0,0.8,0.76,"{'controller_frequency': 6.714298587292433, 'planner_patience': 3.736689332872629, 'controller_patience': 5.465919312089682, 'conservative_reset_dist': 4.000951558351517, 'acc_lim_theta': 1.9997140649706124, 'acc_lim_trans': 0.31877033077180383, 'acc_lim_x': 2.711846511811018, 'forward_point_distance': 0.6368931009434163, 'goal_distance_bias': 9.194180620834231, 'max_scaling_factor': 0.2558936648070812, 'max_vel_theta': 1.086905900388956, 'max_vel_trans': 0.6031102675013245, 'max_vel_x': 0.5094635553192347, 'min_vel_theta': 1.8712304192595184, 'min_vel_trans': 0.1678346793167293, 'min_vel_x': -0.22910221880301834, 'occdist_scale': 0.05215382054448128, 'oscillation_reset_angle': 0.4165101904422045, 'path_distance_bias': 10.63882052898407, 'scaling_speed': 0.22397314347326755, 'sim_granularity': 0.040333325201645495, 'sim_time': 2.221925487741828, 'stop_time_buffer': 0.7466371428221463, 'theta_stopped_vel': 0.0978503830730915, 'trans_stopped_vel': 0.053970231860876086, 'vth_samples': 30, 'vx_samples': 6, 'vy_samples': 12, 'publish_frequency': 5.727890123613179, 'resolution': 0.124340686108917, 'transform_tolerance': 1.1828521825373173, 'update_frequency': 4.1061946507543325, 'cost_scaling_factor': 11.82159982714802, 'inflation_radius': 1.136201512813568, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
20,38.08,4.73,1.38,0,0.2,0.62,"{'controller_frequency': 4.012509103864431, 'planner_patience': 5.255152031779289, 'controller_patience': 3.888495307415724, 'conservative_reset_dist': 1.5590890236198902, 'acc_lim_theta': 1.5255255286581815, 'acc_lim_trans': 0.3372628752142191, 'acc_lim_x': 2.2589594461023808, 'forward_point_distance': 0.6844644280150533, 'goal_distance_bias': 23.679793155752122, 'max_scaling_factor': 0.15851441323757173, 'max_vel_theta': 0.7841360289603472, 'max_vel_trans': 0.4925812439527363, 'max_vel_x': 0.31476870509795846, 'min_vel_theta': 1.7126501211896539, 'min_vel_trans': 0.1469344023615122, 'min_vel_x': -0.17431244272738694, 'occdist_scale': 0.17647434878163043, 'oscillation_reset_angle': 0.119092171266675, 'path_distance_bias': 29.03764694929123, 'scaling_speed': 0.2573179934173822, 'sim_granularity': 0.03491312641650438, 'sim_time': 1.0987982340157032, 'stop_time_buffer': 0.9915936838835477, 'theta_stopped_vel': 0.06600610110908747, 'trans_stopped_vel': 0.12988998284563422, 'vth_samples': 21, 'vx_samples': 3, 'vy_samples': 1, 'publish_frequency': 5.690469712950289, 'resolution': 0.14757201107218862, 'transform_tolerance': 0.24443643838167192, 'update_frequency': 5.783457037992775, 'cost_scaling_factor': 10.549351820722222, 'inflation_radius': 1.1521653804928065, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
21,92.56,0.73,0.8,0,0.8,0.73,"{'controller_frequency': 4.510759122669697, 'planner_patience': 4.55656423792243, 'controller_patience': 6.4909678511321545, 'conservative_reset_dist': 2.0386773236095905, 'acc_lim_theta': 1.8139868408441544, 'acc_lim_trans': 0.435058393701911, 'acc_lim_x': 4.123984783887863, 'forward_point_distance': 0.3160644517280161, 'goal_distance_bias': 19.366545425727963, 'max_scaling_factor': 0.4731404554098845, 'max_vel_theta': 1.337399048730731, 'max_vel_trans': 0.7025943134911359, 'max_vel_x': 0.38757451116107405, 'min_vel_theta': 2.9994240109808743, 'min_vel_trans': 0.10226378170773387, 'min_vel_x': -0.15365342795848846, 'occdist_scale': 0.3322320878971368, 'oscillation_reset_angle': 0.4094506043940783, 'path_distance_bias': 38.996425941586494, 'scaling_speed': 0.2525104973465204, 'sim_granularity': 0.02398018481209874, 'sim_time': 2.4764492250978947, 'stop_time_buffer': 0.18493619356304408, 'theta_stopped_vel': 0.10969904037192463, 'trans_stopped_vel': 0.13322261059656737, 'vth_samples': 29, 'vx_samples': 3, 'vy_samples': 1, 'publish_frequency': 3.3647392028942704, 'resolution': 0.112838015826419, 'transform_tolerance': 0.5877824889495968, 'update_frequency': 1.7681999821215868, 'cost_scaling_factor': 16.59397721104324, 'inflation_radius': 0.505054360628128, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
22,85.24,0.65,0.7,0,0.8,0.75,"{'controller_frequency': 3.2059946805238724, 'planner_patience': 3.542040776461363, 'controller_patience': 6.716848865151405, 'conservative_reset_dist': 4.576207652688026, 'acc_lim_theta': 4.629959776066244, 'acc_lim_trans': 0.4127011954784393, 'acc_lim_x': 2.5746554881334305, 'forward_point_distance': 0.3627217094413936, 'goal_distance_bias': 39.99472178053111, 'max_scaling_factor': 0.44440646320581434, 'max_vel_theta': 1.9217482591047883, 'max_vel_trans': 0.34076319714076814, 'max_vel_x': 0.333133674133569, 'min_vel_theta': 2.0669152680784464, 'min_vel_trans': 0.10286727882921697, 'min_vel_x': -0.1589843574911356, 'occdist_scale': 0.22835108619183303, 'oscillation_reset_angle': 0.4791205164045096, 'path_distance_bias': 23.138451389968395, 'scaling_speed': 0.3226635320112109, 'sim_granularity': 0.030377710601314903, 'sim_time': 2.105243919417262, 'stop_time_buffer': 0.9307484565302729, 'theta_stopped_vel': 0.11082375226542354, 'trans_stopped_vel': 0.05465240152552724, 'vth_samples': 28, 'vx_samples': 9, 'vy_samples': 7, 'publish_frequency': 4.159355162642896, 'resolution': 0.14749590198509394, 'transform_tolerance': 0.7630282074213028, 'update_frequency': 5.965114262886345, 'cost_scaling_factor': 12.265146052464843, 'inflation_radius': 0.7529886726289987, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
23,360,0.78,0.81,0,0.8,0.09,"{'controller_frequency': 4.3350877948105335, 'planner_patience': 4.265484243631363, 'controller_patience': 3.331049531698227, 'conservative_reset_dist': 4.988304492086172, 'acc_lim_theta': 4.3930530558340255, 'acc_lim_trans': 0.28409980535507207, 'acc_lim_x': 3.741771627217531, 'forward_point_distance': 0.36516453316435216, 'goal_distance_bias': 29.11666580941528, 'max_scaling_factor': 0.18062039241194727, 'max_vel_theta': 1.0095212031155825, 'max_vel_trans': 0.7022288226988167, 'max_vel_x': 0.6182834254112095, 'min_vel_theta': 2.610808566212654, 'min_vel_trans': 0.17408176986500623, 'min_vel_x': -0.17605965295806525, 'occdist_scale': 0.35183872147463263, 'oscillation_reset_angle': 0.30436345338821413, 'path_distance_bias': 29.339299649000168, 'scaling_speed': 0.2725018050521612, 'sim_granularity': 0.017559840800240634, 'sim_time': 3.4008757807314396, 'stop_time_buffer': 0.8509341180324553, 'theta_stopped_vel': 0.11220939084887505, 'trans_stopped_vel': 0.11223802939057351, 'vth_samples': 21, 'vx_samples': 9, 'vy_samples': 1, 'publish_frequency': 4.200226533226669, 'resolution': 0.061427886718884106, 'transform_tolerance': 0.6347762795165182, 'update_frequency': 1.8479811670258641, 'cost_scaling_factor': 11.356266385875642, 'inflation_radius': 0.41358220539987084, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
24,61.28,0.37,0.8,0,0.8,0.83,"{'controller_frequency': 3.218992665410042, 'planner_patience': 5.121280916035175, 'controller_patience': 5.111652910709381, 'conservative_reset_dist': 1.946706861257553, 'acc_lim_theta': 2.9963505938649178, 'acc_lim_trans': 0.28546938076615336, 'acc_lim_x': 3.161448083817959, 'forward_point_distance': 0.32959913266822694, 'goal_distance_bias': 39.3468531081453, 'max_scaling_factor': 0.2921012181788683, 'max_vel_theta': 1.3731375238858163, 'max_vel_trans': 0.38697700006887314, 'max_vel_x': 0.43731278325431044, 'min_vel_theta': 2.904491842724383, 'min_vel_trans': 0.10923192016780377, 'min_vel_x': -0.2847919025458395, 'occdist_scale': 0.09622175358235836, 'oscillation_reset_angle': 0.35001691095530985, 'path_distance_bias': 33.43925762921572, 'scaling_speed': 0.2152885667979717, 'sim_granularity': 0.0229417975153774, 'sim_time': 0.6745985662564635, 'stop_time_buffer': 0.9206739120185374, 'theta_stopped_vel': 0.10082638794556259, 'trans_stopped_vel': 0.10729532530531287, 'vth_samples': 14, 'vx_samples': 7, 'vy_samples': 11, 'publish_frequency': 2.159879397600889, 'resolution': 0.040666719553992155, 'transform_tolerance': 1.3281290600076319, 'update_frequency': 4.8460097927600145, 'cost_scaling_factor': 2.044912191107869, 'inflation_radius': 0.6976994499564171, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
25,46.28,0.18,0.4,1,1,0.87,"{'controller_frequency': 5.716057911515236, 'planner_patience': 5.529164243489504, 'controller_patience': 4.421094857156277, 'conservative_reset_dist': 1.6227487623691559, 'acc_lim_theta': 3.476953319832683, 'acc_lim_trans': 0.49348394349217417, 'acc_lim_x': 2.6535378992557526, 'forward_point_distance': 0.3945093726739287, 'goal_distance_bias': 34.07310324255377, 'max_scaling_factor': 0.4078481126576662, 'max_vel_theta': 1.0359881715849042, 'max_vel_trans': 0.3426531029865146, 'max_vel_x': 0.5286273180507124, 'min_vel_theta': 2.4467410063371062, 'min_vel_trans': 0.16205912716686727, 'min_vel_x': -0.25327394558116795, 'occdist_scale': 0.4422193844337016, 'oscillation_reset_angle': 0.16131790056824685, 'path_distance_bias': 16.542901657521725, 'scaling_speed': 0.2924699461087584, 'sim_granularity': 0.026852914821356533, 'sim_time': 2.175795233808458, 'stop_time_buffer': 0.10175515245646238, 'theta_stopped_vel': 0.13495777752250432, 'trans_stopped_vel': 0.10536756906658411, 'vth_samples': 12, 'vx_samples': 8, 'vy_samples': 1, 'publish_frequency': 2.751301703043282, 'resolution': 0.030782720018178226, 'transform_tolerance': 1.3516904791817068, 'update_frequency': 4.819044986739755, 'cost_scaling_factor': 16.381043248809874, 'inflation_radius': 1.019140589609742, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
26,108.48,0.25,0.51,0,0.6,0.72,"{'controller_frequency': 6.447666835039854, 'planner_patience': 3.055420819669962, 'controller_patience': 6.486819040030241, 'conservative_reset_dist': 3.3120369240641594, 'acc_lim_theta': 3.201827298570424, 'acc_lim_trans': 0.3484555255621672, 'acc_lim_x': 3.67965080589056, 'forward_point_distance': 0.24001789828762413, 'goal_distance_bias': 8.003862188197672, 'max_scaling_factor': 0.4749943025410176, 'max_vel_theta': 1.2682716771960258, 'max_vel_trans': 0.730739978235215, 'max_vel_x': 0.5890798999462277, 'min_vel_theta': 1.8544944799505174, 'min_vel_trans': 0.11446948712691665, 'min_vel_x': -0.21918150829151273, 'occdist_scale': 0.05343406237661839, 'oscillation_reset_angle': 0.26880818717181687, 'path_distance_bias': 48.632035963237286, 'scaling_speed': 0.25956605933606625, 'sim_granularity': 0.04465809878893197, 'sim_time': 2.0856938706710935, 'stop_time_buffer': 0.11527752783149481, 'theta_stopped_vel': 0.09430214082822203, 'trans_stopped_vel': 0.061165027692914015, 'vth_samples': 12, 'vx_samples': 3, 'vy_samples': 10, 'publish_frequency': 3.8051106724888086, 'resolution': 0.06418373057618737, 'transform_tolerance': 1.776361477561295, 'update_frequency': 5.1217904863879085, 'cost_scaling_factor': 11.582531203515828, 'inflation_radius': 0.7162677258253097, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
